"Player Position X {0.100}";"Player Position Y {0.100}";"Player Position Z {0.100}";"Head Rotation X {0.100}";"Head Rotation Y {0.100}";"Head Rotation Z {0.100}";"Player Height {0.100}";"Object Viewed {0.100}"
5.401;0.000;3.654;348.116;252.488;351.313;0.875;
5.401;0.000;3.654;342.053;254.616;345.929;0.854;
5.401;0.000;3.739;346.635;255.631;353.115;0.843;
5.401;0.000;3.739;352.852;256.538;356.120;0.819;
5.401;0.000;3.739;352.110;256.323;359.284;0.822;
5.401;0.000;3.739;352.136;255.890;359.073;0.822;
5.401;0.000;3.739;351.331;256.489;358.994;0.822;
5.401;0.000;3.739;351.666;256.480;359.151;0.822;
5.401;0.000;3.739;351.713;256.363;359.094;0.822;
5.401;0.000;3.739;351.571;256.335;359.089;0.822;
5.401;0.000;3.739;351.613;256.346;359.097;0.823;
5.401;0.000;3.739;351.626;256.334;359.092;0.823;
5.401;0.000;3.739;351.623;256.324;359.107;0.823;
5.401;0.000;3.739;351.643;256.311;359.102;0.823;
5.401;0.000;3.739;351.621;256.310;359.108;0.823;
5.401;0.000;3.739;351.631;256.304;359.113;0.823;
5.401;0.000;3.739;351.656;256.308;359.116;0.823;
5.401;0.000;3.739;351.643;256.299;359.131;0.823;
5.401;0.000;3.739;351.638;256.303;359.133;0.823;
5.401;0.000;3.739;351.641;256.311;359.128;0.823;
5.401;0.000;3.739;351.641;256.306;359.137;0.823;
5.401;0.000;3.739;351.640;256.313;359.130;0.823;
5.401;0.000;3.739;351.642;256.311;359.141;0.823;
5.401;0.000;3.739;351.634;256.310;359.142;0.823;
5.401;0.000;3.739;351.637;256.297;359.141;0.823;
5.401;0.000;3.739;351.627;256.309;359.134;0.823;
5.401;0.000;3.739;351.650;256.301;359.142;0.823;
5.401;0.000;3.739;351.658;256.292;359.130;0.823;
5.401;0.000;3.739;351.658;256.302;359.135;0.823;
5.401;0.000;3.739;351.639;256.301;359.134;0.823;
5.401;0.000;3.739;351.653;256.295;359.143;0.823;
5.401;0.000;3.739;351.645;256.288;359.148;0.823;
5.401;0.000;3.739;351.624;256.292;359.149;0.823;
5.401;0.000;3.739;351.655;256.302;359.127;0.823;
5.401;0.000;3.739;351.658;256.290;359.137;0.824;
5.401;0.000;3.739;351.658;256.291;359.149;0.823;
5.401;0.000;3.739;351.665;256.289;359.147;0.824;
5.401;0.000;3.739;351.671;256.298;359.155;0.824;
5.401;0.000;3.739;351.670;256.304;359.153;0.824;
5.401;0.000;3.739;351.683;256.316;359.154;0.824;
5.401;0.000;3.739;351.664;256.300;359.135;0.824;
5.401;0.000;3.739;351.663;256.300;359.133;0.824;
5.401;0.000;3.739;351.650;256.303;359.147;0.824;
5.401;0.000;3.739;351.665;256.293;359.140;0.824;
5.401;0.000;3.739;351.645;256.295;359.146;0.824;
5.401;0.000;3.739;351.656;256.294;359.154;0.824;
5.401;0.000;3.739;351.665;256.301;359.155;0.824;
5.401;0.000;3.739;351.674;256.299;359.153;0.824;
5.401;0.000;3.739;351.659;256.299;359.154;0.824;
5.401;0.000;3.739;351.660;256.306;359.159;0.824;
5.401;0.000;3.739;351.650;256.308;359.159;0.824;
5.401;0.000;3.739;351.640;256.309;359.153;0.824;
5.401;0.000;3.739;351.641;256.306;359.165;0.824;
5.401;0.000;3.739;351.647;256.302;359.160;0.824;
5.401;0.000;3.739;351.647;256.301;359.156;0.824;
5.401;0.000;3.739;351.662;256.302;359.162;0.824;
5.401;0.000;3.739;351.648;256.299;359.158;0.824;
5.401;0.000;3.739;351.643;256.297;359.169;0.824;
5.401;0.000;3.739;351.636;256.288;359.181;0.824;
5.401;0.000;3.739;351.647;256.299;359.171;0.824;
5.401;0.000;3.739;351.641;256.299;359.168;0.824;
5.401;0.000;3.739;351.654;256.307;359.176;0.824;
5.401;0.000;3.739;351.648;256.292;359.174;0.824;
5.401;0.000;3.739;351.647;256.296;359.171;0.824;
5.401;0.000;3.739;351.655;256.294;359.171;0.824;
5.401;0.000;3.739;351.648;256.293;359.172;0.824;
5.401;0.000;3.739;351.654;256.297;359.169;0.824;
5.401;0.000;3.739;351.665;256.295;359.180;0.824;
5.401;0.000;3.739;351.670;256.300;359.178;0.824;
5.401;0.000;3.739;351.651;256.306;359.173;0.824;
5.401;0.000;3.739;351.654;256.287;359.182;0.824;
5.401;0.000;3.739;351.661;256.297;359.201;0.824;
5.401;0.000;3.739;351.656;256.308;359.180;0.824;
5.401;0.000;3.739;351.660;256.296;359.184;0.824;
5.401;0.000;3.739;351.671;256.289;359.186;0.824;
5.401;0.000;3.739;351.662;256.295;359.180;0.824;
5.401;0.000;3.739;351.657;256.298;359.161;0.824;
5.401;0.000;3.739;351.651;256.296;359.172;0.824;
5.401;0.000;3.739;351.658;256.296;359.175;0.824;
5.401;0.000;3.739;351.643;256.293;359.174;0.824;
5.401;0.000;3.739;351.655;256.297;359.161;0.824;
5.400;0.000;3.420;351.650;256.296;359.178;0.824;
5.401;0.000;-0.950;351.651;256.296;359.180;0.824;
5.401;0.000;-1.090;351.655;256.282;359.180;0.824;
5.228;0.000;-1.311;351.658;256.295;359.188;0.824;
