"Player Height {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
1.573,12.403,209.196,359.963,2.961,0.000,11.037,"TriggerHelp from [340.56] to [340.74]",
1.577,10.417,198.071,0.541,2.961,0.000,11.037,"SmokePlane (23) from [340.74] to [341.62]",
1.580,8.542,186.294,0.513,2.990,0.000,10.966,"NPC Grabbable from [341.62] to [341.84]",
1.581,8.189,185.243,0.772,2.990,0.000,10.966,"SmokePlane (24) from [341.84] to [342.48]",
1.580,8.766,187.042,1.041,2.990,0.000,10.966,"SmokePlane (3) from [342.48] to [343.53]",
1.580,9.352,187.780,0.706,2.900,0.000,10.926,"SmokePlane (2) from [343.53] to [344.47]",
1.581,8.659,206.255,2.020,2.711,0.000,10.934,"SmokePlane (22) from [344.47] to [345.43]",
1.582,7.805,227.702,3.748,2.540,0.000,11.024,"SmokePlane (1) from [345.43] to [346.38]",
1.581,7.402,243.309,3.228,2.417,0.000,11.155,"SmokePlane (21) from [346.38] to [347.33]",
1.579,8.407,244.620,1.737,2.303,0.000,11.289,"SmokePlane (14) from [347.33] to [348.25]",
1.578,9.381,243.959,1.053,2.193,0.000,11.289,"SmokePlane (26) from [348.25] to [348.43]",
1.574,11.415,239.186,0.494,2.068,0.000,11.289,"SmokePlane (15) from [348.43] to [348.61]",
1.571,13.201,233.939,359.910,1.930,0.000,11.303,"SmokePlane (17) from [348.61] to [351.17]",
1.569,14.541,231.664,359.649,1.780,0.000,11.315,"Wall_door_318 from [351.17] to [351.52]",
1.567,15.468,230.293,359.625,1.627,0.000,11.321,"Wall_door_317 from [351.52] to [352.05]",
1.566,16.146,228.096,359.192,1.549,0.000,11.325,"Wall_door_316 from [352.05] to [352.58]",
1.564,16.974,226.893,358.993,1.549,0.000,11.325,"Wall_door_317 from [352.58] to [352.75]",
1.560,18.830,223.982,358.683,1.549,0.000,11.325,"Wall_door_318 from [352.75] to [352.94]",
1.557,20.516,221.538,357.945,1.549,0.000,11.325,"SmokePlane (30) from [352.94] to [353.32]",
1.555,21.830,220.701,357.886,1.549,0.000,11.325,"SmokePlane (18) from [353.32] to [354.06]",
1.553,22.410,220.222,358.145,1.549,0.000,11.325,"SmokePlane (33) from [354.06] to [354.99]",
1.552,22.899,218.942,358.282,1.549,0.000,11.325,"SmokePlane (19) from [354.99] to [355.72]",
1.552,23.062,217.033,358.492,1.549,0.000,11.325,"Wall_door_320 from [355.72] to [356.64]",
1.551,23.437,215.468,358.547,1.549,0.000,11.325,"Door_320 from [356.64] to [356.99]",
1.549,24.432,215.208,358.654,1.549,0.000,11.325,"Door_handle_320 from [356.99] to [357.17]",
1.548,24.553,215.364,358.876,1.549,0.000,11.325,"Door_320 from [357.17] to [357.55]",
1.547,25.155,214.067,358.618,1.549,0.000,11.325,"Wall_door_321 from [357.55] to [357.74]",
1.549,24.627,213.189,358.238,1.549,0.000,11.325,"Wall_door_322 from [357.74] to [357.92]",
1.549,24.393,211.625,358.355,1.549,0.000,11.325,"Door_frame_left_322 from [357.92] to [358.03]",
1.547,25.163,210.002,358.532,1.549,0.000,11.325,"Corridor_wall_west from [358.03] to [359.09]",
1.546,25.523,208.853,358.032,1.549,0.000,11.325,"Emergency_door_north_frame_top from [359.09] to [359.26]",
1.544,26.178,207.963,357.681,1.549,0.000,11.325,"Wall_door_322 from [359.26] to [359.96]",
1.542,26.883,204.775,358.091,1.549,0.000,11.325,"Corridor_ceiling_east_west_02 from [359.96] to [363.80]",
1.539,28.018,200.495,358.338,1.549,0.000,11.325,"Emergency_door_north_door_right from [363.80] to [363.97]",
1.536,29.083,196.700,358.942,1.549,0.000,11.325,"Emergency_door_north_frame_right from [363.97] to [364.31]",
1.530,31.360,187.179,359.361,1.549,0.000,11.325,"Emergency_door_north_door_left from [364.31] to [365.16]",
1.524,33.922,180.949,359.346,1.549,0.000,11.325,"Emergency_door_north_door_right from [365.16] to [365.50]",
1.516,36.865,173.083,358.605,1.702,0.000,11.295,"Emergency_door_north_handle_right from [365.50] to [365.74]",
1.509,39.819,165.616,357.604,1.877,0.000,11.335,"Emergency_door_north_door_right from [365.74] to [368.89]",
1.506,41.103,166.356,359.164,2.058,0.000,11.393,"Emergency_door_north_door_left from [368.89] to [370.03]",
1.505,41.519,167.945,0.868,2.256,0.000,11.426,"Stairs_north_walls from [370.03] to [370.52]",
1.504,41.781,169.154,1.314,2.349,0.000,11.292,,
1.507,40.387,172.883,1.598,2.353,0.000,11.124,,
1.518,35.379,191.513,6.421,2.305,0.000,10.976,,
1.530,29.127,212.930,11.265,2.224,0.000,10.877,,
1.543,23.164,230.816,10.899,2.049,0.000,10.797,,
1.545,23.028,232.941,9.411,1.878,0.000,10.781,,
1.543,24.197,232.953,7.864,1.878,0.000,10.781,,
1.541,24.923,234.354,7.598,1.878,0.000,10.781,,
1.541,24.987,236.685,8.026,1.878,0.000,10.781,,
1.541,25.054,240.046,8.552,1.878,0.000,10.781,,
1.535,27.656,240.312,8.365,1.878,0.000,10.781,,
1.525,31.903,240.304,8.500,1.878,0.000,10.781,,
1.522,33.191,241.594,8.783,1.878,0.000,10.781,,
1.520,33.779,245.821,9.416,1.878,0.000,10.781,,
1.521,33.634,249.645,9.492,1.878,0.000,10.781,,
1.523,32.728,258.963,9.969,1.878,0.000,10.781,,
1.519,32.544,265.310,8.486,1.878,0.000,10.781,,
1.516,32.005,267.270,9.326,1.878,0.000,10.781,,
1.514,30.474,264.349,8.693,1.878,0.000,10.781,,
1.527,25.196,261.412,6.983,1.878,0.000,10.781,,
1.537,22.129,259.206,6.570,1.878,0.000,10.781,,
1.536,23.329,257.257,7.084,1.878,0.000,10.781,,
1.535,24.177,256.177,6.024,1.878,0.000,10.781,,
1.529,25.940,256.570,4.228,1.878,0.000,10.781,,
1.523,27.588,256.845,3.432,1.878,0.000,10.781,,
1.521,27.936,256.036,2.808,1.878,0.000,10.781,,
1.514,28.798,255.515,2.338,1.878,0.000,10.781,,
1.509,25.667,255.315,1.035,1.878,0.000,10.781,,
1.492,26.786,255.808,359.864,1.878,0.000,10.781,,
1.492,28.329,256.694,0.254,1.878,0.000,10.781,,
1.496,28.418,256.244,1.380,1.878,0.000,10.781,,
1.502,29.150,257.704,2.759,1.878,0.000,10.781,,
1.502,32.266,262.764,3.458,1.878,0.000,10.781,,
1.494,36.631,274.692,7.426,1.878,0.000,10.781,,
1.492,37.335,280.008,9.335,1.878,0.000,10.781,,
1.493,37.213,284.919,11.077,1.878,0.000,10.781,,
1.497,37.109,285.620,10.733,1.878,0.000,10.781,,
1.501,36.515,286.001,9.365,1.878,0.000,10.781,,
1.500,36.922,288.400,9.230,1.878,0.000,10.781,,
1.494,38.446,285.991,10.073,1.878,0.000,10.781,,
1.490,40.450,279.426,7.605,1.878,0.000,10.781,,
1.497,38.909,280.448,8.859,1.878,0.000,10.781,,
1.494,39.096,285.196,10.541,1.878,0.000,10.781,,
1.490,40.709,285.587,10.855,1.878,0.000,10.781,,
1.487,41.793,282.401,8.285,1.707,0.000,10.844,,
1.492,40.249,279.496,6.508,1.552,0.000,10.939,,
1.498,38.485,278.752,6.388,1.403,0.000,11.030,,
1.503,37.144,278.268,6.640,1.254,0.000,11.112,,
1.506,36.743,277.514,6.134,1.104,0.000,11.190,,
1.518,31.909,276.003,5.337,0.986,0.000,11.247,,
1.540,23.471,271.858,3.533,0.816,0.000,11.318,,
1.556,16.783,253.559,0.015,0.655,0.000,11.223,,
1.574,8.296,217.186,356.341,0.615,0.000,11.051,,
1.576,6.689,210.247,355.421,0.623,0.000,10.882,,
1.577,5.888,203.648,355.483,0.647,0.000,10.714,,
1.580,5.269,206.108,355.762,0.528,0.000,10.597,,
1.579,6.000,243.443,0.513,0.327,0.000,10.641,,
1.577,5.377,285.185,4.874,0.229,0.000,10.795,,
1.574,4.324,318.351,8.166,0.252,0.000,10.973,,
1.570,5.878,323.795,7.718,0.309,0.000,11.177,,
1.570,6.616,329.526,7.921,0.379,0.000,11.364,,
1.571,6.422,331.985,7.795,0.459,0.000,11.549,,
1.572,6.268,333.592,7.220,0.538,0.000,11.722,,
1.575,4.822,333.913,7.317,0.569,0.000,11.895,,
1.576,4.312,333.761,7.616,0.494,0.000,12.048,,
1.578,3.334,333.400,7.762,0.443,0.000,12.109,,
1.580,2.527,333.756,7.868,0.443,0.000,12.109,,
1.580,2.491,334.220,7.723,0.443,0.000,12.109,,
1.581,2.070,332.556,7.554,0.443,0.000,12.109,,
1.583,1.735,330.797,7.096,0.433,0.000,12.186,,
1.582,2.574,330.123,6.259,0.464,0.000,12.390,,
1.579,3.842,328.078,5.614,0.519,0.000,12.571,,
1.576,5.238,324.355,5.475,0.568,0.000,12.751,,
1.571,6.540,316.073,6.047,0.594,0.000,12.934,,
1.572,7.768,306.905,3.519,0.584,0.000,13.118,,
1.578,8.116,306.932,1.587,0.566,0.000,13.297,,
1.571,10.076,313.981,0.738,0.565,0.000,13.484,,
1.573,10.217,326.250,1.506,0.597,0.000,13.664,,
1.576,9.467,342.365,2.570,0.688,0.000,13.850,,
1.577,8.712,351.258,3.500,0.787,0.000,14.007,,
1.586,4.966,355.299,3.492,0.784,0.000,14.162,,
1.590,3.334,355.390,3.792,0.746,0.000,14.311,,
1.593,1.928,356.347,3.176,0.705,0.000,14.466,,
1.596,0.879,357.955,2.606,0.667,0.000,14.625,,
1.598,359.978,358.144,2.281,0.632,0.000,14.783,,
1.598,359.736,358.204,2.559,0.597,0.000,14.939,,
1.600,358.982,358.533,1.876,0.560,0.000,15.110,,
1.602,358.096,358.750,1.909,0.526,0.000,15.268,,
1.606,356.188,358.306,2.579,0.490,0.000,15.432,,
1.605,356.726,358.846,2.429,0.458,0.000,15.581,,
1.605,356.807,1.057,1.882,0.431,0.000,15.735,,
1.604,357.191,2.126,2.045,0.411,0.000,15.887,,
1.606,356.583,1.380,2.102,0.390,0.000,16.040,,
1.606,356.596,0.592,2.098,0.367,0.000,16.194,,
1.607,356.518,0.201,1.992,0.343,0.000,16.344,,
1.607,356.429,359.822,1.902,0.318,0.000,16.490,,
1.606,356.537,359.470,1.735,0.292,0.000,16.639,,
1.607,356.508,359.451,1.293,0.265,0.000,16.790,,
1.607,356.538,359.555,1.106,0.238,0.000,16.940,,
1.606,356.658,359.409,1.048,0.211,0.000,17.085,,
1.606,356.993,357.929,1.387,0.183,0.000,17.230,,
1.605,357.621,347.109,2.095,0.134,0.000,17.372,,
1.602,359.355,321.677,2.723,0.090,0.000,17.438,,
1.597,1.138,292.538,2.517,0.090,0.000,17.438,,
1.586,4.126,242.318,357.013,0.090,0.000,17.438,,
1.579,6.483,219.926,353.383,0.090,0.000,17.438,,
1.578,6.969,207.423,353.718,0.090,0.000,17.438,,
1.580,6.400,198.557,354.559,0.090,0.000,17.438,,
1.584,5.600,197.960,355.856,0.088,0.000,17.350,,
1.591,2.797,213.316,358.059,0.037,0.000,17.176,,
1.600,0.052,262.870,2.136,-0.042,0.000,17.153,,
1.600,359.326,327.483,3.623,-0.143,0.000,17.238,,
1.598,359.370,359.118,3.655,-0.084,0.000,17.388,,
1.595,1.179,4.442,1.675,0.006,0.000,17.509,,
1.593,2.477,3.796,0.063,0.096,0.000,17.633,,
1.595,2.115,3.037,0.063,0.189,0.000,17.768,,
1.594,2.178,1.712,0.467,0.271,0.000,17.895,,
1.595,1.566,359.887,359.444,0.323,0.000,18.021,,
1.599,0.032,358.219,358.406,0.322,0.000,18.152,,
1.599,359.787,356.976,358.487,0.313,0.000,18.288,,
1.600,359.894,356.754,358.111,0.302,0.000,18.425,,
1.600,359.849,356.777,358.047,0.293,0.000,18.555,,
1.600,359.912,357.034,357.747,0.286,0.000,18.691,,
1.600,359.960,357.670,357.486,0.282,0.000,18.823,,
1.600,359.939,357.778,357.641,0.279,0.000,18.951,,
1.600,0.072,357.083,357.889,0.274,0.000,19.085,,
1.600,359.867,356.133,357.819,0.266,0.000,19.212,,
1.601,359.583,355.795,357.597,0.258,0.000,19.342,,
1.601,359.546,355.746,357.332,0.249,0.000,19.472,,
1.601,359.721,355.301,357.354,0.239,0.000,19.607,,
1.601,359.878,355.294,357.098,0.229,0.000,19.732,,
1.601,359.914,355.588,356.887,0.219,0.000,19.858,,
1.600,0.232,355.272,356.984,0.209,0.000,19.988,,
1.599,0.637,354.389,357.112,0.198,0.000,20.111,,
1.597,1.561,352.196,358.258,0.181,0.000,20.244,,
1.597,1.857,350.651,358.976,0.161,0.000,20.372,,
1.595,2.388,350.084,359.091,0.140,0.000,20.500,,
1.595,2.924,347.810,359.179,0.115,0.000,20.627,,
1.595,2.876,344.468,358.599,0.080,0.000,20.758,,
1.596,2.452,343.422,357.982,0.043,0.000,20.884,,
1.597,2.110,343.831,357.893,0.009,0.000,21.006,,
1.598,1.520,344.835,358.110,-0.007,0.000,21.144,,
1.598,0.795,348.995,359.312,0.055,0.000,21.279,,
1.599,0.392,353.141,359.860,0.132,0.000,21.414,,
1.600,359.827,354.624,359.932,0.199,0.000,21.543,,
1.602,358.921,354.576,359.847,0.249,0.000,21.675,,
1.603,358.095,353.890,0.161,0.281,0.000,21.812,,
1.603,358.136,353.747,0.451,0.296,0.000,21.950,,
1.604,358.038,353.605,0.414,0.306,0.000,22.086,,
1.603,358.488,353.329,0.424,0.315,0.000,22.221,,
1.603,358.663,353.163,0.359,0.324,0.000,22.357,,
1.603,358.561,353.328,0.524,0.332,0.000,22.494,,
1.606,357.211,353.589,0.556,0.341,0.000,22.637,,
1.607,356.662,353.542,0.762,0.349,0.000,22.768,,
1.607,356.281,353.215,0.960,0.355,0.000,22.905,,
1.607,356.060,353.128,1.052,0.361,0.000,23.041,,
1.608,355.801,353.148,1.110,0.367,0.000,23.174,,
1.607,355.951,353.167,1.017,0.372,0.000,23.311,,
1.608,355.503,353.067,1.020,0.376,0.000,23.439,,
1.609,354.759,352.770,0.788,0.381,0.000,23.569,,
1.610,354.195,352.937,0.677,0.385,0.000,23.701,,
1.611,353.289,353.142,0.552,0.390,0.000,23.840,,
1.612,352.930,353.147,0.763,0.394,0.000,23.970,,
1.613,352.689,352.707,1.045,0.397,0.000,24.096,,
1.614,352.196,352.787,0.861,0.400,0.000,24.227,,
1.614,351.847,352.870,0.588,0.404,0.000,24.358,,
1.615,351.791,353.095,0.371,0.407,0.000,24.492,,
1.614,351.817,353.700,0.214,0.411,0.000,24.616,,
1.614,351.951,354.128,0.124,0.417,0.000,24.749,,
1.614,352.163,354.485,0.128,0.424,0.000,24.885,,
1.613,352.606,354.482,0.323,0.432,0.000,25.023,,
1.611,353.705,353.928,0.279,0.437,0.000,25.147,,
