"Player Height {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}","Helping Timing {0.100}"
1.614,0.834,344.829,0.495,0.275,0.000,10.781,,,
1.612,1.324,342.896,1.286,0.275,0.000,10.781,,,
1.612,1.717,340.040,1.958,0.275,0.000,10.781,,,
1.610,2.273,337.293,2.590,0.275,0.000,10.781,,,
1.608,2.824,335.382,2.944,0.250,0.000,10.783,,,
1.608,3.152,333.502,3.085,0.221,0.000,10.780,,,
1.608,3.594,328.849,3.234,0.159,0.000,10.759,,,
1.607,5.778,315.873,3.023,0.126,0.000,10.742,,,
1.607,9.173,275.002,358.297,0.126,0.000,10.742,,,
1.610,8.398,230.145,353.992,0.126,0.000,10.742,,,
1.611,7.450,203.594,352.039,0.126,0.000,10.742,,,
1.612,7.121,191.387,352.151,0.126,0.000,10.742,,,
1.612,6.881,189.255,352.816,0.126,0.000,10.742,,,
1.617,4.994,185.989,354.124,0.126,0.000,10.742,,,
1.621,3.457,183.840,355.167,0.126,0.000,10.742,,,
1.625,1.923,184.029,355.625,0.126,0.000,10.742,,,
1.626,1.202,183.852,355.726,0.155,0.000,10.664,,,
1.627,1.039,183.773,355.783,0.173,0.000,10.616,,,
1.628,0.412,183.274,355.877,0.208,0.000,10.528,,,
1.628,0.324,183.201,355.922,0.227,0.000,10.482,,,
1.628,0.258,183.040,355.986,0.262,0.000,10.394,,,
1.629,0.200,183.285,355.973,0.296,0.000,10.310,,,
1.629,0.169,183.485,356.006,0.330,0.000,10.223,,,
1.629,0.168,183.516,356.036,0.348,0.000,10.178,,,
1.629,0.095,183.643,356.031,0.381,0.000,10.093,,,
1.629,0.033,183.826,356.075,0.414,0.000,10.008,,,
1.629,359.949,184.075,355.997,0.445,0.000,9.923,,,
1.629,359.927,184.268,355.898,0.476,0.000,9.838,,,
1.629,359.809,184.774,355.802,0.501,0.000,9.749,,,
1.629,359.591,185.118,355.925,0.520,0.000,9.664,,,
1.629,359.372,184.980,356.030,0.534,0.000,9.580,,,
1.630,359.089,184.867,356.155,0.548,0.000,9.496,,,
1.630,358.765,184.916,356.211,0.556,0.000,9.446,,,
1.631,358.518,185.004,356.250,0.565,0.000,9.395,,,
1.631,358.341,185.062,356.298,0.574,0.000,9.345,,,
1.632,358.053,184.788,356.417,0.589,0.000,9.260,,,
1.632,357.968,184.908,356.452,0.605,0.000,9.172,,,
1.632,357.982,184.909,356.484,0.613,0.000,9.125,,,
1.632,357.922,184.992,356.532,0.622,0.000,9.073,,,
1.632,357.843,185.336,356.617,0.630,0.000,9.026,,,
1.632,357.689,185.583,356.805,0.638,0.000,8.979,,,
1.634,357.168,185.419,357.015,0.651,0.000,8.892,,,
1.634,357.039,185.711,357.050,0.661,0.000,8.807,,,
1.633,357.404,186.698,357.066,0.669,0.000,8.721,,,
1.631,358.389,187.969,356.883,0.674,0.000,8.639,,,
1.631,358.698,188.890,357.001,0.677,0.000,8.558,,,
1.631,358.846,189.305,357.073,0.679,0.000,8.478,,,
1.631,358.810,189.371,357.188,0.681,0.000,8.396,,,
1.631,358.657,189.451,357.220,0.683,0.000,8.312,,,
1.631,358.931,189.419,357.174,0.685,0.000,8.228,,,
1.631,358.871,189.253,357.185,0.687,0.000,8.147,,,
1.631,358.753,189.060,357.221,0.689,0.000,8.063,,,
1.632,358.518,188.949,357.217,0.690,0.000,8.016,,,
1.632,357.977,188.761,356.965,0.693,0.000,7.926,,,
1.634,357.193,188.412,356.924,0.696,0.000,7.836,,,
1.636,356.217,187.852,356.846,0.700,0.000,7.757,,,
1.636,355.683,187.712,356.880,0.704,0.000,7.676,,,
1.637,355.341,187.782,356.916,0.708,0.000,7.589,,,
1.637,355.180,188.096,356.965,0.712,0.000,7.510,,,
1.637,355.006,188.158,357.027,0.716,0.000,7.431,,,
1.637,355.046,188.280,357.030,0.720,0.000,7.349,,,
1.637,355.072,188.193,357.071,0.723,0.000,7.266,,,
1.637,355.014,188.185,357.146,0.723,0.000,7.187,,,
1.637,355.078,188.319,357.265,0.720,0.000,7.112,,,
1.638,355.066,188.337,357.364,0.708,0.000,7.037,,,
1.637,355.085,188.449,357.440,0.697,0.000,6.961,,,
1.638,355.028,188.454,357.516,0.685,0.000,6.887,,,
1.637,355.139,188.569,357.544,0.674,0.000,6.812,,,
1.637,355.085,188.612,357.663,0.666,0.000,6.739,,,
1.638,354.931,188.801,357.708,0.663,0.000,6.665,,,
1.638,354.914,188.943,357.784,0.668,0.000,6.585,,,
1.637,354.896,189.029,357.723,0.680,0.000,6.496,,,
1.637,355.085,189.087,357.679,0.691,0.000,6.411,,,
1.637,355.250,189.037,357.687,0.701,0.000,6.329,,,
1.637,355.409,189.040,357.696,0.709,0.000,6.250,,,
1.636,355.564,189.089,357.754,0.707,0.000,6.170,,,
1.636,355.757,189.356,357.732,0.695,0.000,6.092,,,
1.635,356.017,189.639,357.639,0.681,0.000,6.017,,,
1.635,356.450,190.087,357.658,0.667,0.000,5.944,,,
1.634,356.706,190.194,357.698,0.645,0.000,5.873,,,
1.634,356.854,190.233,357.740,0.625,0.000,5.804,,,
1.634,356.924,190.288,357.826,0.605,0.000,5.735,,,
1.634,356.814,190.159,358.059,0.584,0.000,5.661,,,
1.634,356.820,190.065,358.085,0.565,0.000,5.593,,,
1.634,356.787,190.098,358.048,0.549,0.000,5.526,,,
1.634,356.766,190.291,357.891,0.530,0.000,5.449,,,
1.634,356.818,190.602,357.788,0.512,0.000,5.378,,,
1.634,356.782,190.683,357.736,0.493,0.000,5.304,,,
1.634,356.875,190.707,357.751,0.482,0.000,5.235,,,
1.633,356.895,190.674,357.763,0.486,0.000,5.159,,,
1.633,356.877,190.754,357.765,0.501,0.000,5.077,,,
1.634,356.573,190.961,357.817,0.517,0.000,4.998,,,
1.634,356.312,191.206,357.867,0.531,0.000,4.922,,,
1.634,356.564,191.345,357.860,0.531,0.000,4.922,,,
1.633,357.328,191.096,357.672,0.531,0.000,4.922,,,
1.632,357.732,191.298,357.498,0.531,0.000,4.922,,,
1.631,357.944,191.569,357.298,0.531,0.000,4.922,,,
1.631,357.961,191.610,357.103,0.522,0.000,4.846,,,
1.631,357.914,191.806,357.173,0.521,0.000,4.774,,,
1.631,357.898,191.580,357.130,0.530,0.000,4.698,,,
1.633,356.807,190.618,356.881,0.543,0.000,4.619,,,
1.633,356.401,187.387,356.480,0.551,0.000,4.541,,,
1.634,356.089,185.133,356.368,0.560,0.000,4.463,,,
1.635,355.482,183.154,356.584,0.554,0.000,4.392,,,
1.635,355.497,182.980,356.903,0.548,0.000,4.320,,,
1.634,355.609,183.248,356.970,0.539,0.000,4.245,,,
1.634,355.821,184.302,357.030,0.528,0.000,4.171,,,
1.634,355.958,186.008,357.195,0.516,0.000,4.097,,,
1.634,356.134,187.769,357.502,0.508,0.000,4.027,,,
1.634,356.280,189.129,357.841,0.503,0.000,3.946,,,
1.634,356.392,190.393,358.231,0.496,0.000,3.870,,,
1.634,356.461,190.982,358.341,0.489,0.000,3.796,,,
1.634,356.447,191.453,358.390,0.480,0.000,3.723,,,
1.634,356.520,191.775,358.309,0.472,0.000,3.649,,,
1.634,356.421,191.869,358.231,0.462,0.000,3.572,,,
1.633,356.552,191.888,358.183,0.454,0.000,3.506,,,
1.633,356.890,192.373,357.934,0.444,0.000,3.431,,,
1.632,357.139,193.331,357.831,0.434,0.000,3.362,,,
1.631,357.560,193.777,357.796,0.422,0.000,3.289,,,
1.631,357.828,193.430,357.594,0.412,0.000,3.224,,,
1.630,358.066,193.133,357.460,0.402,0.000,3.159,,,
1.629,358.404,192.729,357.424,0.394,0.000,3.090,,,
1.629,358.671,193.585,357.474,0.394,0.000,3.020,,,
1.630,358.505,197.228,358.026,0.394,0.000,2.945,,,
1.630,358.247,200.015,358.275,0.391,0.000,2.876,,,
1.630,358.171,201.832,358.484,0.385,0.000,2.809,,,
1.630,358.210,203.747,358.410,0.378,0.000,2.747,,,
1.630,358.233,205.365,358.481,0.367,0.000,2.683,,,
1.629,358.582,205.932,358.543,0.356,0.000,2.620,,,
1.628,359.017,205.323,358.419,0.345,0.000,2.558,,,
1.628,359.093,205.282,358.439,0.332,0.000,2.494,,,
1.628,359.045,205.730,358.499,0.320,0.000,2.431,,,
1.628,358.966,204.358,358.496,0.308,0.000,2.365,,,
1.628,359.127,196.292,357.530,0.305,0.000,2.298,,,
1.627,359.418,187.246,356.892,0.323,0.000,2.234,,,
1.627,359.467,180.716,356.578,0.357,0.000,2.175,,,
1.627,359.539,176.769,356.484,0.395,0.000,2.119,,,
1.626,359.813,175.373,356.591,0.427,0.000,2.059,,,
1.626,0.118,176.565,356.633,0.441,0.000,1.995,,,
1.626,0.260,180.293,357.331,0.438,0.000,1.932,,,
1.625,1.039,188.376,358.214,0.418,0.000,1.871,,,
1.624,1.758,197.623,358.398,0.390,0.000,1.814,,,
1.623,2.275,210.251,0.520,0.354,0.000,1.760,,,
1.622,2.223,218.561,1.569,0.314,0.000,1.707,,,
1.622,1.980,224.392,2.537,0.272,0.000,1.661,,,
1.622,1.557,228.113,3.543,0.229,0.000,1.614,,,
1.622,1.600,229.302,4.231,0.190,0.000,1.565,,,
1.621,1.939,229.327,4.797,0.162,0.000,1.511,,,
1.619,2.480,229.014,5.684,0.144,0.000,1.450,,,
1.617,3.051,228.715,6.890,0.143,0.000,1.389,,,
1.616,3.019,229.098,8.084,0.150,0.000,1.325,,,
1.614,2.728,230.746,9.718,0.155,0.000,1.263,,,
1.610,2.612,232.553,11.449,0.158,0.000,1.202,,,
1.608,3.015,233.316,12.267,0.161,0.000,1.142,,,
1.607,3.128,233.223,12.517,0.174,0.000,1.087,,,
1.607,3.493,231.834,12.285,0.200,0.000,1.032,,,
1.608,3.757,228.171,11.118,0.234,0.000,0.989,,,
1.610,4.789,219.440,8.984,0.285,0.000,0.953,,,
1.610,6.480,202.770,3.988,0.342,0.000,0.937,,,
1.612,6.443,184.061,359.569,0.408,0.000,0.942,,,
1.615,4.914,165.886,356.061,0.464,0.000,0.966,,,
1.617,3.414,150.532,354.457,0.518,0.000,1.008,,,
1.616,3.363,139.816,354.376,0.561,0.000,1.061,,,
1.615,4.480,133.662,354.223,0.600,0.000,1.122,,,
1.612,5.475,131.882,354.196,0.637,0.000,1.164,,,
1.610,4.842,132.312,352.892,0.671,0.000,1.191,,,
1.607,5.151,134.094,352.813,0.707,0.000,1.213,,,
1.608,5.205,134.707,353.428,0.740,0.000,1.209,,,
1.610,5.128,134.907,353.567,0.768,0.000,1.183,,,
1.617,3.947,136.717,354.698,0.788,0.000,1.152,,,
1.624,2.501,137.524,355.715,0.803,0.000,1.119,,,
1.631,358.799,139.514,355.432,0.827,0.000,1.086,,,
1.634,357.079,139.835,355.376,0.857,0.000,1.055,,,
1.634,356.675,139.288,355.177,0.900,0.000,1.023,,,
1.633,356.726,138.952,355.136,0.938,0.000,0.992,,,
1.633,357.128,138.166,355.368,0.982,0.000,0.964,,,
1.632,357.420,136.759,355.852,1.037,0.000,0.943,,,
1.632,357.573,136.144,356.210,1.093,0.000,0.923,,,
1.631,357.787,135.481,356.522,1.148,0.000,0.904,,,
1.631,357.678,132.405,356.848,1.203,0.000,0.893,,,
1.631,357.492,127.389,357.114,1.278,0.000,0.896,,,
1.632,357.263,122.763,357.193,1.345,0.000,0.896,,,
1.633,356.282,117.913,357.346,1.399,0.000,0.876,,,
1.636,355.415,117.396,358.204,1.444,0.000,0.854,,,
1.637,354.243,122.973,359.142,1.490,0.000,0.828,,,
1.637,353.198,124.727,359.859,1.490,0.000,0.828,,,
1.636,353.138,120.762,0.412,1.524,0.000,0.832,,,
1.634,353.717,114.010,0.555,1.588,0.000,0.841,,,
1.633,353.724,106.314,0.131,1.649,0.000,0.859,,,
1.633,354.243,102.536,359.624,1.713,0.000,0.885,,,
1.632,354.740,102.219,359.307,1.782,0.000,0.910,,,
1.632,355.092,103.116,359.141,1.847,0.000,0.920,,,
1.631,355.343,103.400,358.820,1.904,0.000,0.921,,,
1.630,355.419,97.698,357.130,1.959,0.000,0.907,,,
1.629,355.725,90.458,356.246,2.012,0.000,0.879,,,
1.626,356.654,80.694,355.341,2.012,0.000,0.879,,,
1.624,357.376,75.015,354.144,2.012,0.000,0.879,,,
1.620,357.855,72.457,352.373,2.073,0.000,0.849,,,
1.615,357.968,71.933,349.720,2.135,0.000,0.817,,,
1.616,357.562,73.413,349.056,2.198,0.000,0.779,,,
1.619,356.993,71.830,350.206,2.229,0.000,0.760,,,
1.619,356.469,68.941,350.583,2.229,0.000,0.760,,,
1.619,356.916,65.969,350.974,2.229,0.000,0.760,,,
1.632,350.631,62.074,349.811,2.229,0.000,0.760,,,
1.640,345.580,60.225,349.294,2.265,0.000,0.747,,,
1.645,342.435,54.232,347.981,2.265,0.000,0.747,,,
1.647,340.109,48.883,346.931,2.338,0.000,0.703,,,
1.649,337.961,46.309,346.065,2.420,0.000,0.657,,,
1.648,338.226,43.160,345.865,2.504,0.000,0.614,,,
1.642,341.950,38.486,346.170,2.589,0.000,0.567,,,
1.631,348.798,32.813,346.322,2.626,0.000,0.529,,,
1.618,355.347,27.635,346.323,2.668,0.000,0.490,,,
1.611,358.721,23.747,346.416,2.668,0.000,0.490,,,
1.604,2.321,20.558,346.372,2.668,0.000,0.490,,,
1.597,6.243,18.649,346.381,2.668,0.000,0.490,,,
1.592,8.678,17.646,346.399,2.668,0.000,0.490,,,
1.589,10.100,15.742,347.057,2.668,0.000,0.490,,,
1.587,11.521,13.728,346.960,2.668,0.000,0.490,,,
1.584,12.556,12.724,347.088,2.668,0.000,0.490,,,
1.585,12.636,13.057,347.515,2.668,0.000,0.490,,,
1.585,12.635,13.461,347.766,2.668,0.000,0.490,,,
1.586,12.510,13.978,347.525,2.668,0.000,0.490,,,
1.586,12.450,14.921,347.795,2.668,0.000,0.490,,,
1.586,12.533,16.440,347.861,2.668,0.000,0.490,,,
1.587,12.307,17.137,347.927,2.668,0.000,0.490,,,
1.587,12.186,17.559,347.894,2.668,0.000,0.490,,,
1.587,12.209,17.768,347.694,2.668,0.000,0.490,,,
1.587,12.271,17.759,347.670,2.668,0.000,0.490,,,
1.596,8.038,20.180,348.893,2.668,0.000,0.490,,,
1.609,2.444,23.541,350.344,2.668,0.000,0.490,,,
1.615,0.196,26.202,351.176,2.668,0.000,0.490,,,
1.616,359.707,28.680,350.946,2.699,0.000,0.519,,,
1.614,359.976,33.193,349.751,2.737,0.000,0.551,,,
1.615,359.746,40.999,349.859,2.780,0.000,0.578,,,
1.619,359.688,67.277,352.605,2.860,0.000,0.595,,,
1.622,359.163,92.763,354.114,2.932,0.000,0.578,,,
1.625,358.145,110.753,354.757,2.975,0.000,0.539,,,
1.627,357.448,116.593,354.973,3.003,0.000,0.481,,,
1.628,356.762,121.256,355.270,3.023,0.000,0.423,,,
1.629,356.674,122.331,355.346,3.043,0.000,0.360,,,
1.634,353.632,123.256,355.943,3.082,0.000,0.314,,,
1.652,343.042,124.862,355.931,3.133,0.000,0.275,,,
1.660,337.875,126.841,354.777,3.182,0.000,0.237,,,
1.663,335.839,128.321,355.316,3.227,0.000,0.197,,,
1.663,335.323,129.488,355.547,3.273,0.000,0.154,,,
1.662,336.424,130.393,355.347,3.320,0.000,0.105,,,
1.658,339.345,132.265,354.989,3.366,0.000,0.070,,,
1.651,343.317,133.973,355.618,3.417,0.000,0.041,,,
1.649,344.522,132.694,356.091,3.476,0.000,0.020,,,
1.643,348.776,123.519,357.062,3.534,0.000,0.011,,,
1.637,352.941,111.199,357.179,3.592,0.000,0.018,,,
1.634,355.204,101.834,357.340,3.649,0.000,0.032,,,
