"Player Height {0.100}","Head Rotation X {0.100}","Head Rotation Y {0.100}","Head Rotation Z {0.100}","Player Position X {0.100}","Player Position Y {0.100}","Player Position Z {0.100}","Object Viewed by Player {0.100}","Simulation Timings {0.200}"
1.329,40.008,195.175,2.289,5.876,0.000,10.187,"Wall_door_304 from [75.70] to [75.95]",
1.339,34.497,204.160,5.840,5.876,0.000,10.187,"Corridor_floor_north_south_01 from [75.95] to [76.22]",
1.351,27.643,213.108,7.788,5.876,0.000,10.187,"Wall_door_304 from [76.22] to [76.85]",
1.374,18.890,227.922,4.757,5.876,0.000,10.187,"SmokePlane (24) from [76.85] to [77.11]",
1.384,15.493,238.435,2.932,5.889,0.000,10.307,"Wall_door_304 from [77.11] to [77.49]",
1.390,13.283,249.787,0.779,5.896,0.000,10.410,"NPC Hurt Kate from [77.49] to [77.86]",
1.391,10.358,259.053,357.543,5.886,0.000,10.498,"Wall_door_304 from [77.86] to [78.01]",
1.388,10.636,260.705,359.747,5.855,0.000,10.555,"SmokePlane (25) from [78.01] to [82.11]",
1.388,11.488,261.187,3.565,5.734,0.000,10.562,"NPC Josh from [82.11] to [82.33]",
1.396,8.222,259.649,7.338,5.609,0.000,10.531,"SmokePlane (25) from [82.33] to [82.54]",
1.401,6.046,257.841,9.391,5.477,0.000,10.491,"NPC Hurt Kate from [82.54] to [82.80]",
1.398,6.663,256.946,9.580,5.298,0.000,10.431,"Wall_door_304 from [82.80] to [82.94]",
1.398,5.464,257.647,8.914,5.103,0.000,10.375,"SmokePlane (24) from [82.94] to [83.45]",
1.401,5.712,258.033,5.519,4.975,0.000,10.348,"Wall_door_304 from [83.45] to [83.72]",
1.402,4.953,258.474,1.471,4.785,0.000,10.323,"NPC Hurt Kate from [83.72] to [84.81]",
1.403,4.961,260.461,357.313,4.657,0.000,10.317,"Wall_door_304 from [84.81] to [86.72]",
1.401,5.480,263.312,359.592,4.469,0.000,10.310,"NPC Hurt Kate from [86.72] to [86.96]",
1.400,5.406,265.399,3.707,4.306,0.000,10.305,"SmokePlane (24) from [86.96] to [87.60]",
1.400,5.454,265.463,5.168,4.144,0.000,10.301,"Wall_door_304 from [87.60] to [87.73]",
1.400,4.941,265.656,6.491,3.972,0.000,10.298,"Corridor_floor_north_south_01 from [87.73] to [88.24]",
1.401,4.662,265.561,7.199,3.800,0.000,10.295,"SmokePlane (3) from [88.24] to [89.73]",
1.400,5.171,264.790,7.200,3.636,0.000,10.292,"SmokePlane (2) from [89.73] to [90.79]",
1.394,7.739,262.339,7.997,3.465,0.000,10.285,"Door_304 from [90.79] to [91.02]",
1.391,9.749,261.141,7.255,3.302,0.000,10.272,"SmokePlane (11) from [91.02] to [91.74]",
1.389,11.272,261.587,6.396,3.138,0.000,10.256,"Door_frame_right_304 from [91.74] to [91.86]",
1.387,12.647,262.420,6.049,2.963,0.000,10.239,"SmokePlane (2) from [91.86] to [92.76]",
1.385,13.162,262.552,5.400,2.798,0.000,10.225,"SmokePlane (22) from [92.76] to [94.94]",
1.384,14.011,262.856,4.744,2.632,0.000,10.211,"SmokePlane (1) from [94.94] to [96.82]",
1.382,15.297,263.015,4.524,2.466,0.000,10.199,"SmokePlane (21) from [96.82] to [97.77]",
1.381,15.717,263.222,4.546,2.314,0.000,10.187,"SmokePlane (26) from [97.77] to [98.75]",
1.383,15.370,263.313,4.266,2.163,0.000,10.175,"SmokePlane (14) from [98.75] to [100.86]",
1.383,15.736,263.440,3.935,2.006,0.000,10.162,"SmokePlane (15) from [100.86] to [103.13]",
1.377,17.646,263.960,4.657,2.006,0.000,10.162,"SmokePlane (17) from [103.13] to [104.39]",
1.366,19.172,263.674,4.729,2.006,0.000,10.162,"Corridor_floor_marble_03 from [104.39] to [104.49]",
1.353,17.756,263.955,5.131,2.006,0.000,10.162,"SmokePlane (17) from [104.49] to [106.89]",
1.328,13.304,262.101,3.692,2.006,0.000,10.162,"Corridor_floor_marble_02 from [106.89] to [107.15]",
1.304,12.838,262.025,3.608,2.006,0.000,10.162,"Door_310 from [107.15] to [107.29]",
1.271,12.399,261.407,3.880,2.006,0.000,10.162,"NPC Elizabeth from [107.29] to [107.39]",
1.265,14.168,260.834,5.010,2.006,0.000,10.162,"Wall_door_310 from [107.39] to [108.48]",
1.278,14.522,260.820,6.200,2.006,0.000,10.162,"Door_310 from [108.48] to [108.59]",
1.308,12.710,260.093,7.698,2.006,0.000,10.162,"Wall_door_311 from [108.59] to [108.81]",
1.345,9.149,259.454,8.969,2.006,0.000,10.162,"SmokePlane (18) from [108.81] to [108.92]",
1.372,8.481,260.275,9.922,2.061,0.000,10.251,"NPC Elizabeth from [108.92] to [109.15]",
1.382,10.847,262.574,9.831,2.061,0.000,10.251,"SmokePlane (18) from [109.15] to [110.55]",
1.390,16.934,263.656,8.945,2.061,0.000,10.251,"NPC Elizabeth from [110.55] to [110.89]",
1.378,21.733,266.841,7.767,2.061,0.000,10.251,"SmokePlane (33) from [110.89] to [111.84]",
1.375,23.448,273.291,8.684,2.061,0.000,10.251,"SmokePlane (24) from [111.84] to [112.48]",
1.375,22.063,277.303,8.900,2.061,0.000,10.251,"SmokePlane (26) from [112.48] to [112.93]",
1.379,19.923,279.000,8.446,2.061,0.000,10.251,"Wall_north_307 from [112.93] to [113.04]",
1.389,15.277,277.496,7.838,2.061,0.000,10.251,"SmokePlane (33) from [113.04] to [113.29]",
1.404,8.678,275.083,6.901,2.061,0.000,10.251,"SmokePlane (19) from [113.29] to [115.48]",
1.413,3.999,274.305,5.292,2.008,0.000,10.241,"NPC Lewis from [115.48] to [115.59]",
1.418,1.122,274.820,0.968,1.894,0.000,10.226,"NPC Elizabeth from [115.59] to [115.95]",
1.424,358.983,275.379,357.771,1.755,0.000,10.216,"NPC Lewis from [115.95] to [116.65]",
1.420,1.087,274.524,358.152,1.615,0.000,10.213,"Corridor_wall_west from [116.65] to [116.78]",
1.415,3.947,273.318,359.315,1.480,0.000,10.212,"Corridor_ceiling_east_west from [116.78] to [117.15]",
1.413,6.448,269.399,1.914,1.320,0.000,10.209,"Corridor_wall_west from [117.15] to [117.51]",
1.409,7.972,265.527,3.284,1.177,0.000,10.198,"Corridor_ceiling_east_west from [117.51] to [119.32]",
1.408,7.981,263.882,4.069,1.007,0.000,10.160,"Corridor_led_ceiling_05 from [119.32] to [119.58]",
1.410,6.726,263.263,4.657,0.871,0.000,10.123,"NPC Elizabeth from [119.58] to [120.08]",
1.411,6.035,266.058,4.832,0.871,0.000,10.123,"Corridor_ceiling_east_west from [120.08] to [120.21]",
1.409,7.075,268.987,4.898,0.871,0.000,10.123,"Corridor_led_ceiling_05 from [120.21] to [120.31]",
1.400,12.027,270.891,4.808,0.871,0.000,10.123,"Corridor_ceiling_east_west from [120.31] to [120.55]",
1.380,21.541,269.698,5.342,0.871,0.000,10.123,"Corridor_Wall_02 from [120.55] to [121.34]",
1.362,30.030,268.631,6.054,0.871,0.000,10.123,"NPC Lewis from [121.34] to [121.58]",
1.345,37.424,268.242,7.247,0.871,0.000,10.123,"Corridor_Wall_02 from [121.58] to [121.84]",
1.339,39.676,267.971,7.156,0.871,0.000,10.123,"Corridor_ceiling_east_west from [121.84] to [123.91]",
1.343,38.265,268.420,7.692,0.871,0.000,10.123,"Corridor_led_ceiling_05 from [123.91] to [124.14]",
1.357,32.353,267.529,7.987,0.871,0.000,10.123,"Corridor_ceiling_east_west from [124.14] to [124.81]",
1.387,19.125,265.279,8.175,0.871,0.000,10.123,"NPC Suzie from [124.81] to [124.94]",
1.430,356.352,264.501,8.370,0.871,0.000,10.123,"NPC Lewis from [124.94] to [125.04]",
1.439,349.989,264.371,8.031,0.871,0.000,10.123,"Corridor_wall_west from [125.04] to [125.17]",
1.434,352.290,264.301,7.859,0.871,0.000,10.123,"Corridor_Wall_02 from [125.17] to [125.50]",
1.432,353.220,263.515,8.257,0.871,0.000,10.123,"NPC Suzie from [125.50] to [125.61]",
1.432,352.802,263.575,8.691,0.871,0.000,10.123,"Corridor_ceiling_east_west from [125.61] to [127.43]",
1.432,352.866,263.991,8.963,0.871,0.000,10.123,"Corridor_wall_west from [127.43] to [127.57]",
1.429,354.205,264.544,8.141,0.871,0.000,10.123,"NPC Elizabeth from [127.57] to [128.31]",
1.416,1.361,266.064,7.647,0.871,0.000,10.123,"Corridor_wall_west from [128.31] to [129.07]",
1.411,4.171,270.233,7.788,0.871,0.000,10.123,"Corridor_Wall_02 from [129.07] to [129.41]",
1.414,3.273,273.231,7.218,0.871,0.000,10.123,"Corridor_wall_west from [129.41] to [129.86]",
1.420,1.545,286.362,4.317,0.871,0.000,10.123,"NPC Martha from [129.86] to [130.53]",
1.417,0.984,291.263,4.325,0.871,0.000,10.123,"NPC Sophie from [130.53] to [130.76]",
1.415,358.358,319.275,4.323,0.871,0.000,10.123,"Corridor_wall_west from [130.76] to [131.21]",
1.415,357.156,332.299,4.683,0.871,0.000,10.123,"Corridor_Wall_02 from [131.21] to [131.55]",
1.413,357.682,335.430,5.039,0.871,0.000,10.123,"Corridor_wall_west from [131.55] to [131.77]",
1.411,357.708,338.888,6.777,0.871,0.000,10.123,"NPC Martha from [131.77] to [131.89]",
1.412,356.189,341.320,7.405,0.871,0.000,10.123,"Wall_door_322 from [131.89] to [132.36]",
1.412,355.272,343.310,7.364,0.871,0.000,10.123,"Door_322 from [132.36] to [132.47]",
1.412,355.100,344.007,8.598,0.871,0.000,10.123,"Corridor_wall_west from [132.47] to [132.60]",
1.413,353.950,343.460,9.117,0.871,0.000,10.123,"NPC Lewis from [132.60] to [133.60]",
1.415,353.006,343.179,8.525,0.871,0.000,10.123,"Corridor_wall_west from [133.60] to [137.89]",
1.414,353.594,342.456,7.862,0.871,0.000,10.123,"NPC Sophie from [137.89] to [138.49]",
1.413,354.427,341.531,7.307,0.871,0.000,10.123,"Corridor_wall_west from [138.49] to [140.38]",
1.412,355.327,340.599,7.353,0.871,0.000,10.123,"Corridor_ceiling_east_west from [140.38] to [140.60]",
1.410,356.034,339.272,7.413,0.871,0.000,10.123,"Corridor_wall_west from [140.60] to [141.96]",
1.409,356.642,338.706,7.604,0.871,0.000,10.123,"Emergency_door_north_frame_left from [141.96] to [142.07]",
1.409,357.361,338.140,7.101,0.871,0.000,10.123,"Emergency_door_north_door_right from [142.07] to [142.63]",
1.408,358.572,335.223,6.838,0.871,0.000,10.123,"Corridor_floor_east_west from [142.63] to [143.07]",
1.405,2.077,326.763,8.717,0.871,0.000,10.123,"Emergency_door_north_door_right from [143.07] to [143.52]",
1.405,3.849,313.842,9.728,0.871,0.000,10.123,"Emergency_door_north_door_left from [143.52] to [143.74]",
1.412,1.010,306.771,8.707,0.871,0.000,10.123,"Emergency_door_north_handle_left from [143.74] to [143.84]",
1.421,356.503,306.911,7.602,0.871,0.000,10.123,"Emergency_door_north_door_left from [143.84] to [144.29]",
1.422,355.482,310.190,6.884,0.871,0.000,10.123,"Door_322 from [144.29] to [144.43]",
1.421,355.391,313.510,6.569,0.871,0.000,10.123,"Wall_door_322 from [144.43] to [144.55]",
1.423,354.273,317.517,5.500,0.871,0.000,10.123,"SmokePlane (19) from [144.55] to [144.81]",
1.425,352.610,322.866,4.265,0.871,0.000,10.123,"NPC Hurt Kate from [144.81] to [145.40]",
1.423,353.447,332.697,2.218,0.871,0.000,10.123,"Wall_door_322 from [145.40] to [145.64]",
1.420,354.737,334.430,2.721,0.871,0.000,10.123,"Door_322 from [145.64] to [145.75]",
1.418,355.563,337.317,3.228,0.871,0.000,10.123,"Emergency_door_north_door_left from [145.75] to [147.28]",
1.417,356.320,337.452,3.621,0.871,0.000,10.123,,
1.417,356.597,336.862,4.170,0.871,0.000,10.123,,
1.428,350.463,332.653,5.232,0.871,0.000,10.123,,
1.436,345.187,332.515,5.268,0.871,0.000,10.123,,
1.437,344.191,332.557,5.137,0.871,0.000,10.123,,
1.438,343.273,333.134,4.459,0.871,0.000,10.123,,
1.438,343.098,333.316,4.263,0.871,0.000,10.123,,
1.438,343.545,333.531,3.867,0.871,0.000,10.123,,
1.436,344.189,334.023,3.199,0.871,0.000,10.123,,
1.435,345.284,331.772,3.254,0.871,0.000,10.123,,
1.431,348.353,325.049,4.973,0.871,0.000,10.123,,
1.416,358.399,308.195,8.215,0.871,0.000,10.123,,
1.390,12.317,277.374,8.425,0.871,0.000,10.123,,
1.380,17.076,269.346,7.239,0.871,0.000,10.123,,
1.370,22.275,263.392,5.829,0.871,0.000,10.123,,
1.358,28.381,260.583,4.369,0.806,0.000,10.124,,
1.347,32.453,260.328,3.872,0.688,0.000,10.105,,
1.336,36.201,260.303,3.221,0.548,0.000,10.076,,
1.332,37.696,261.543,2.816,0.451,0.000,10.057,,
1.332,38.320,265.213,3.855,0.451,0.000,10.057,,
1.333,38.133,270.480,4.747,0.451,0.000,10.057,,
1.335,37.261,280.630,6.831,0.451,0.000,10.057,,
1.339,36.009,287.479,7.686,0.451,0.000,10.057,,
1.341,34.925,290.997,8.511,0.451,0.000,10.057,,
1.342,34.349,292.921,8.649,0.451,0.000,10.057,,
1.343,33.957,293.310,8.235,0.451,0.000,10.057,,
1.341,33.541,295.819,7.697,0.451,0.000,10.057,,
1.339,34.263,298.028,8.797,0.451,0.000,10.057,,
1.338,34.334,298.458,8.463,0.451,0.000,10.057,,
1.337,34.646,300.167,8.979,0.451,0.000,10.057,,
1.337,34.745,301.086,9.364,0.451,0.000,10.057,,
1.337,34.713,301.368,9.281,0.451,0.000,10.057,,
1.337,34.486,301.557,9.039,0.451,0.000,10.057,,
1.337,34.375,301.516,9.064,0.451,0.000,10.057,,
1.338,34.197,301.100,9.008,0.451,0.000,10.057,,
1.338,34.188,300.517,8.881,0.451,0.000,10.057,,
1.338,34.163,300.110,8.713,0.451,0.000,10.057,,
1.338,34.060,300.060,8.634,0.451,0.000,10.057,,
1.338,34.032,300.346,8.838,0.451,0.000,10.057,,
1.337,34.190,300.553,8.966,0.451,0.000,10.057,,
1.336,34.332,300.808,9.074,0.451,0.000,10.057,,
1.336,34.181,300.978,8.579,0.451,0.000,10.057,,
1.335,34.390,300.006,8.144,0.451,0.000,10.057,,
1.338,34.034,294.491,7.307,0.451,0.000,10.057,,
1.344,32.691,282.403,5.518,0.451,0.000,10.057,,
1.349,31.212,261.915,4.005,0.451,0.000,10.057,,
1.348,31.741,248.431,2.342,0.446,0.000,10.064,,
1.346,32.552,238.129,0.633,0.445,0.000,10.063,,
1.344,33.439,235.559,0.450,0.447,0.000,10.046,,
1.340,35.170,234.998,0.454,0.458,0.000,10.012,,
1.335,37.182,232.357,359.479,0.484,0.000,9.963,,
1.331,38.814,230.570,359.662,0.518,0.000,9.913,,
1.329,39.546,231.378,0.027,0.552,0.000,9.864,,
1.328,40.097,233.922,0.832,0.586,0.000,9.814,,
1.326,40.753,235.778,1.537,0.615,0.000,9.758,,
1.327,40.128,232.597,1.065,0.642,0.000,9.702,,
1.337,34.555,222.435,359.745,0.680,0.000,9.644,,
1.355,25.888,210.551,359.212,0.721,0.000,9.589,,
1.368,20.643,204.775,0.301,0.765,0.000,9.537,,
1.373,17.540,204.221,0.451,0.810,0.000,9.481,,
1.371,18.788,208.665,359.054,0.842,0.000,9.422,,
1.361,24.150,213.242,358.930,0.860,0.000,9.359,,
1.354,27.178,214.414,359.758,0.866,0.000,9.294,,
1.353,30.298,213.952,1.005,0.863,0.000,9.226,,
1.352,31.745,211.204,1.866,0.858,0.000,9.162,,
1.351,32.377,208.761,0.834,0.856,0.000,9.094,,
1.350,32.750,208.401,0.142,0.855,0.000,9.026,,
1.350,32.130,209.200,0.386,0.853,0.000,8.962,,
1.351,31.231,209.500,0.211,0.850,0.000,8.893,,
1.353,30.110,208.765,0.126,0.846,0.000,8.821,,
1.355,29.237,208.064,0.258,0.843,0.000,8.759,,
1.355,28.947,207.800,0.618,0.840,0.000,8.691,,
1.357,28.247,209.416,0.889,0.837,0.000,8.624,,
1.363,25.288,221.677,2.689,0.825,0.000,8.563,,
1.372,17.770,255.415,9.062,0.790,0.000,8.511,,
1.375,15.678,264.338,10.300,0.747,0.000,8.481,,
1.384,5.260,304.985,14.563,0.686,0.000,8.478,,
1.382,5.828,306.740,15.138,0.620,0.000,8.488,,
1.382,4.482,312.206,15.397,0.553,0.000,8.507,,
1.382,3.232,315.686,15.381,0.500,0.000,8.526,,
1.380,3.921,314.497,14.769,0.451,0.000,8.542,,
1.380,6.650,299.065,15.022,0.401,0.000,8.548,,
1.377,11.302,270.781,13.257,0.354,0.000,8.505,,
1.373,16.321,234.625,9.307,0.354,0.000,8.449,,
1.371,17.633,214.456,7.209,0.374,0.000,8.398,,
1.370,19.047,197.571,4.082,0.413,0.000,8.349,,
1.371,18.653,197.636,4.226,0.454,0.000,8.302,,
1.373,18.162,196.489,3.706,0.493,0.000,8.247,,
1.376,16.764,195.410,2.911,0.519,0.000,8.185,,
1.382,13.940,193.868,2.482,0.542,0.000,8.120,,
1.400,4.568,190.150,3.643,0.565,0.000,8.056,,
1.414,357.114,187.595,3.353,0.590,0.000,7.994,,
1.420,353.411,186.286,2.432,0.616,0.000,7.935,,
1.421,352.862,186.734,1.918,0.642,0.000,7.879,,
1.422,352.498,187.377,1.410,0.667,0.000,7.822,,
1.422,352.457,187.641,1.242,0.692,0.000,7.766,,
1.424,352.334,187.914,0.967,0.716,0.000,7.705,,
1.420,353.384,189.170,0.724,0.738,0.000,7.641,,
1.418,354.869,190.741,0.619,0.758,0.000,7.580,,
1.416,355.964,191.222,0.610,0.774,0.000,7.523,,
1.412,357.753,191.288,0.613,0.784,0.000,7.459,,
1.411,358.652,190.986,0.762,0.789,0.000,7.398,,
1.411,358.835,190.962,0.930,0.791,0.000,7.334,,
1.411,358.803,191.054,0.933,0.793,0.000,7.268,,
1.411,358.932,191.076,0.838,0.795,0.000,7.200,,
1.411,358.825,190.944,1.036,0.797,0.000,7.135,,
1.412,358.518,191.116,1.096,0.798,0.000,7.070,,
1.411,358.799,191.265,0.946,0.800,0.000,7.009,,
1.410,359.394,191.601,0.801,0.801,0.000,6.950,,
1.410,359.863,192.119,0.794,0.801,0.000,6.888,,
1.408,0.608,192.831,0.835,0.801,0.000,6.823,,
1.408,1.055,192.853,0.756,0.799,0.000,6.758,,
1.406,1.847,192.705,0.722,0.798,0.000,6.691,,
1.405,2.786,192.682,1.025,0.797,0.000,6.632,,
1.404,3.132,192.510,1.077,0.796,0.000,6.571,,
1.404,3.352,192.103,0.928,0.796,0.000,6.511,,
1.403,3.974,192.224,0.993,0.795,0.000,6.450,,
1.402,4.462,192.239,0.912,0.794,0.000,6.388,,
1.401,4.718,191.960,0.594,0.794,0.000,6.326,,
1.401,4.483,191.759,359.435,0.794,0.000,6.258,,
1.403,3.084,192.048,357.480,0.793,0.000,6.195,,
1.405,2.959,193.021,355.460,0.792,0.000,6.131,,
1.402,5.495,196.632,355.896,0.789,0.000,6.066,,
1.401,5.580,198.207,357.201,0.783,0.000,6.008,,
1.404,6.114,198.126,358.996,0.776,0.000,5.949,,
1.406,5.871,196.147,0.763,0.769,0.000,5.883,,
1.405,6.268,194.789,1.426,0.766,0.000,5.826,,
1.405,8.008,192.249,1.006,0.765,0.000,5.769,,
1.403,9.673,191.393,0.255,0.765,0.000,5.711,,
1.399,10.680,190.303,358.226,0.766,0.000,5.656,,
1.395,10.956,190.100,354.187,0.768,0.000,5.596,,
1.394,12.210,189.653,354.061,0.770,0.000,5.533,,
1.397,11.943,187.010,358.260,0.773,0.000,5.469,,
1.394,14.232,185.698,359.938,0.779,0.000,5.410,,
1.385,18.682,183.382,1.374,0.787,0.000,5.350,,
1.373,23.223,181.896,1.124,0.796,0.000,5.292,,
1.374,22.858,182.312,0.846,0.805,0.000,5.236,,
1.361,28.630,183.875,1.506,0.815,0.000,5.170,,
1.356,32.084,184.514,1.428,0.822,0.000,5.105,,
1.346,36.031,185.509,0.793,0.828,0.000,5.045,,
1.333,41.283,187.535,0.664,0.829,0.000,4.978,,
1.317,46.217,191.605,1.018,0.820,0.000,4.916,,
1.303,50.696,196.463,359.886,0.802,0.000,4.857,,
1.297,52.848,198.080,1.189,0.779,0.000,4.796,,
1.296,52.998,195.082,2.441,0.756,0.000,4.740,,
1.307,48.506,187.622,4.588,0.740,0.000,4.684,,
1.337,37.968,176.645,4.574,0.731,0.000,4.618,,
1.349,34.286,173.792,4.568,0.729,0.000,4.554,,
1.378,21.870,173.123,4.383,0.731,0.000,4.493,,
1.402,10.925,175.349,4.792,0.736,0.000,4.433,,
1.411,5.843,176.546,5.009,0.740,0.000,4.370,,
1.429,355.907,177.923,5.608,0.739,0.000,4.313,,
1.443,346.993,179.068,7.454,0.736,0.000,4.258,,
1.443,346.138,179.453,7.798,0.732,0.000,4.198,,
1.442,345.868,179.307,7.724,0.728,0.000,4.141,,
1.440,347.511,179.565,8.093,0.725,0.000,4.086,,
1.436,349.512,179.504,9.011,0.721,0.000,4.029,,
1.435,350.028,178.693,9.484,0.719,0.000,3.976,,
1.433,350.589,177.900,9.382,0.717,0.000,3.924,,
1.430,352.844,177.696,8.450,0.715,0.000,3.864,,
1.426,355.390,178.377,7.480,0.713,0.000,3.807,,
1.422,357.995,179.038,6.627,0.710,0.000,3.752,,
1.419,359.960,179.227,6.025,0.707,0.000,3.697,,
1.417,0.874,179.402,5.291,0.704,0.000,3.646,,
1.416,1.629,179.601,5.029,0.700,0.000,3.593,,
1.415,2.508,179.656,4.838,0.696,0.000,3.539,,
1.415,2.483,179.539,4.715,0.692,0.000,3.482,,
1.414,2.643,179.412,4.723,0.688,0.000,3.422,,
1.414,2.580,179.278,4.764,0.684,0.000,3.357,,
1.415,2.146,178.975,4.701,0.680,0.000,3.302,,
1.415,1.808,178.815,4.724,0.677,0.000,3.247,,
1.418,0.390,178.938,4.730,0.674,0.000,3.182,,
1.420,358.755,179.505,4.737,0.670,0.000,3.126,,
1.420,359.171,179.218,4.716,0.667,0.000,3.074,,
1.418,359.867,178.333,4.850,0.664,0.000,3.017,,
1.414,1.966,176.989,5.311,0.662,0.000,2.964,,
1.407,5.921,176.628,5.696,0.661,0.000,2.908,,
1.390,15.183,177.060,5.623,0.660,0.000,2.843,,
1.385,17.823,177.964,5.775,0.658,0.000,2.784,,
1.376,22.324,179.422,5.557,0.655,0.000,2.727,,
1.364,28.325,180.259,5.312,0.651,0.000,2.668,,
1.356,31.779,180.002,5.035,0.648,0.000,2.617,,
1.347,35.782,179.359,4.242,0.645,0.000,2.564,,
1.340,38.559,179.043,3.567,0.644,0.000,2.512,,
1.333,41.058,179.178,3.222,0.642,0.000,2.447,,
1.326,43.102,179.267,3.121,0.640,0.000,2.397,,
1.313,47.147,178.853,2.724,0.638,0.000,2.345,,
1.320,44.560,178.739,2.490,0.637,0.000,2.294,,
1.329,40.741,179.265,2.800,0.636,0.000,2.242,,
1.326,41.579,179.266,2.674,0.634,0.000,2.184,,
1.324,42.073,179.876,3.584,0.632,0.000,2.133,,
1.335,38.016,180.746,7.162,0.628,0.000,2.081,,
1.333,37.237,180.133,14.750,0.625,0.000,2.024,,
1.330,38.674,177.755,14.583,0.623,0.000,1.973,,
1.338,36.864,174.889,9.181,0.624,0.000,1.921,,
1.339,36.594,175.185,1.744,0.626,0.000,1.867,,
1.333,38.403,178.794,355.244,0.626,0.000,1.804,,
1.341,35.880,182.540,1.444,0.619,0.000,1.735,,
1.335,36.990,180.867,8.233,0.614,0.000,1.669,,
1.329,39.264,178.128,10.310,0.611,0.000,1.617,,
1.334,37.725,175.091,7.989,0.612,0.000,1.565,,
1.334,37.561,174.531,3.419,0.614,0.000,1.510,,
1.332,38.367,176.966,4.338,0.615,0.000,1.446,,
1.335,37.064,178.806,5.865,0.614,0.000,1.381,,
1.335,36.853,181.081,5.761,0.610,0.000,1.331,,
1.340,34.498,188.268,7.756,0.600,0.000,1.265,,
1.343,33.126,194.356,9.137,0.586,0.000,1.213,,
1.344,32.520,200.622,10.729,0.562,0.000,1.154,,
1.345,31.641,203.757,11.164,0.540,0.000,1.109,,
1.349,29.444,209.225,11.581,0.507,0.000,1.053,,
1.360,23.356,217.558,13.434,0.467,0.000,1.001,,
1.376,11.977,232.416,19.683,0.415,0.000,0.959,,
1.383,6.204,238.864,21.808,0.370,0.000,0.934,,
1.381,5.557,238.844,22.926,0.325,0.000,0.911,,
1.376,7.377,234.329,23.536,0.270,0.000,0.878,,
1.373,7.270,233.325,25.151,0.225,0.000,0.849,,
1.367,7.421,231.656,27.327,0.172,0.000,0.813,,
1.360,6.628,230.880,30.346,0.121,0.000,0.771,,
1.355,6.730,233.576,31.888,0.074,0.000,0.724,,
1.351,7.796,235.479,31.987,0.028,0.000,0.678,,
1.351,9.732,234.754,29.909,-0.009,0.000,0.642,,
1.350,15.610,226.679,24.783,-0.052,0.000,0.594,,
1.349,21.838,203.801,18.300,-0.072,0.000,0.547,,
1.354,23.208,172.437,8.479,-0.063,0.000,0.496,,
1.364,20.725,143.626,3.449,-0.018,0.000,0.457,,
